List-ID,List-Nr,Name,empty0,empty1,empty2,empty3,Aufnahmebedingung
165,165,Leuchte_60388.jpeg,,,,,4
166,166,Habichtsweg_60437.jpeg,,,,,4
167,167,Adolf-Miersch-Strasse_60528.jpeg,,,,,4
168,168,Am_Treutengraben_60488.jpeg,,,,,4
169,169,Caecilienstrasse_60433.jpeg,,,,,4
170,170,Emser_Strasse_60486.jpeg,,,,,4
171,171,Am_Oberforsthaus_60528.jpeg,,,,,4
172,172,Niddastrasse_60327.jpeg,,,,,4
173,173,Skylineblick_60438.jpeg,,,,,4
174,174,Grueneburgpark_60323.jpeg,,,,,4
175,175,Miquelallee_60487.jpeg,,,,,4
176,176,An_der_Mannsfaust_60599.jpeg,,,,,4
177,177,Welschgrabenstrasse_65931.jpeg,,,,,4
178,178,Juergen-Ponto-Platz_60329.jpeg,,,,,4
179,179,Wilhelm-Koppel-Weg_65934.jpeg,,,,,4
180,180,Am_Wetterhahn_60437.jpeg,,,,,4
181,181,Theodor-Heuss-Allee_60327.jpeg,,,,,4
182,182,Unterer_Atzemer_60316.jpeg,,,,,4
183,183,Johanniskirchplatz_60385.jpeg,,,,,4
184,184,Auf_der_Platte_60435.jpeg,,,,,4
185,185,Peter-Henlein-Strasse_60435.jpeg,,,,,4
186,186,Freudenberger_Strasse_60599.jpeg,,,,,4
187,187,Nussbaumstrasse_60385.jpeg,,,,,4
188,188,Scheerengasse_60599.jpeg,,,,,4
189,189,Nesselbuschstrasse_60439.jpeg,,,,,4
190,190,Hinter_der_Krebsmuehle_60439.jpeg,,,,,4
191,191,Buber-Neumann-Weg_60439.jpeg,,,,,4
192,192,Friedrich-List-Strasse_60386.jpeg,,,,,4
193,193,Morsestrasse_60486.jpeg,,,,,4
194,194,Textorstrasse_60596.jpeg,,,,,4
195,195,Hermannspforte_60437.jpeg,,,,,4
196,196,Ampèrestrasse_60486.jpeg,,,,,4
197,197,Breitenbachstrasse_60487.jpeg,,,,,4
198,198,Herbartstrasse_60316.jpeg,,,,,4
199,199,Dreieichstrasse_60594.jpeg,,,,,4
200,200,Franz-Kafka-Strasse_60431.jpeg,,,,,4
201,201,Mierendorffstrasse_60320.jpeg,,,,,4
202,202,Ebereschenweg_60433.jpeg,,,,,4
203,203,Schrimpegasse_60529.jpeg,,,,,4
204,204,Westerbachstrasse_65936.jpeg,,,,,4
205,205,Howaldtstrasse_60314.jpeg,,,,,4
206,206,Bachforellenweg_60327.jpeg,,,,,4
207,207,Leerbachstrasse_60322.jpeg,,,,,4
208,208,An_der_Wellenburg_60437.jpeg,,,,,4
209,209,Haeussermannstrasse_65933.jpeg,,,,,4
210,210,Goldsteinstrasse_60528.jpeg,,,,,4
211,211,Bruchfeldstrasse_60528.jpeg,,,,,4
212,212,An_der_Seehecke_60386.jpeg,,,,,4
213,213,Boenstaedter_Strasse_60385.jpeg,,,,,4
214,214,Schwedenpfad_65934.jpeg,,,,,4
215,215,Guerickestrasse_60488.jpeg,,,,,4
216,216,Schleiermacherstrasse_60316.jpeg,,,,,4
217,217,Leunastrasse_65929.jpeg,,,,,4
218,218,Waldmeisterpfad_65933.jpeg,,,,,4
219,219,Justinuskirchstrasse_65929.jpeg,,,,,4
220,220,Landgraben_60388.jpeg,,,,,4
221,221,Landauer_Strasse_65934.jpeg,,,,,4
222,222,Hansenweg_60599.jpeg,,,,,4
223,223,Hinterm_Hain_60437.jpeg,,,,,4
224,224,Gellertstrasse_60389.jpeg,,,,,4
225,225,Koelner_Strasse_60327.jpeg,,,,,4
226,226,Holbeinsteg_60596.jpeg,,,,,4
227,227,Ruehlstrasse_60433.jpeg,,,,,4
228,228,Niederraeder_Ufer_60528.jpeg,,,,,4
229,229,Am_Stiegelschlag_60385.jpeg,,,,,4
230,230,Auerstrasse_65929.jpeg,,,,,4
231,231,Am_Dornbusch_60320.jpeg,,,,,4
232,232,Heinz-Raspe-Platz_60314.jpeg,,,,,4
233,233,Rehstrasse_65933.jpeg,,,,,4
234,234,Am_Weingarten_60487.jpeg,,,,,4
235,235,Wichernstrasse_60389.jpeg,,,,,4
236,236,Rembrandtstrasse_60596.jpeg,,,,,4
237,237,Boerneplatz_60311.jpeg,,,,,4
238,238,Luciusstrasse_65929.jpeg,,,,,4
239,239,Glauburgstrasse_60318.jpeg,,,,,4
240,240,Ernst-May-Platz_60385.jpeg,,,,,4
241,241,Sophienstrasse_60487.jpeg,,,,,4
242,242,Paulistrasse_65929.jpeg,,,,,4
243,243,Mainzer_Landstrasse_60326.jpeg,,,,,4
244,244,Goldammerstrasse_60528.jpeg,,,,,4
245,245,Friedrich-Wilhelm-von-Steuben-Strasse_60488.jpeg,,,,,4
246,246,Wilhelm-Leuschner-Strasse_60329.jpeg,,,,,4
247,247,Hausener_Obergasse_60488.jpeg,,,,,4
248,248,Theodor-Stern-Kai_60596.jpeg,,,,,4
249,249,Hainer_Weg_60599.jpeg,,,,,4
250,250,Im_Trieb_60389.jpeg,,,,,4
251,251,Untermainkai_60311.jpeg,,,,,4
252,252,Fuellerstrasse_60431.jpeg,,,,,4
253,253,Humserstrasse_60320.jpeg,,,,,4
254,254,Kehreinstrasse_65934.jpeg,,,,,4
255,255,Honsellbruecke_60314.jpeg,,,,,4
256,256,Droysenstrasse_60385.jpeg,,,,,4
257,257,Trajanstrasse_60439.jpeg,,,,,4
258,258,Solmsstrasse_60486.jpeg,,,,,4
259,259,Graefendeichstrasse_60599.jpeg,,,,,4
260,260,Buchrainplatz_60599.jpeg,,,,,4
261,261,Hasselhorstweg_60599.jpeg,,,,,4
262,262,Max-Horkheimer-Strasse_60323.jpeg,,,,,4
263,263,Anspacher_Strasse_60326.jpeg,,,,,4
264,264,Josbacher_Strasse_60326.jpeg,,,,,4
265,265,Ruesterstrasse_60325.jpeg,,,,,4
266,266,Leipziger_Strasse_60487.jpeg,,,,,4
267,267,Grosse_Gallusstrasse_60312.jpeg,,,,,4
268,268,Garbenstrasse_60327.jpeg,,,,,4
269,269,Mainkai_60311.jpeg,,,,,4
270,270,Heinrich-Luebke-Strasse_60488.jpeg,,,,,4
271,271,Grosse_Fischerstrasse_60311.jpeg,,,,,4
272,272,Platanenstrasse_65933.jpeg,,,,,4
273,273,Ziegelei-Allee_60488.jpeg,,,,,4
274,274,Vogesenstrasse_60529.jpeg,,,,,4
275,275,Goethestrasse_60313.jpeg,,,,,4
276,276,Grosse_Nelkenstrasse_60488.jpeg,,,,,4
277,277,Feuerbachstrasse_60325.jpeg,,,,,4
278,278,Woogstrasse_60431.jpeg,,,,,4
279,279,Mitscherlichplatz_60323.jpeg,,,,,4
280,280,Battonnstrasse_60311.jpeg,,,,,4
281,281,Rossertstrasse_60323.jpeg,,,,,4
282,282,Schwalbacher_Strasse_60326.jpeg,,,,,4
283,283,Kopernikusstrasse_65929.jpeg,,,,,4
284,284,Zorbachstrasse_60435.jpeg,,,,,4
285,285,Ahornstrasse_65933.jpeg,,,,,4
286,286,Landgrafenstrasse_60487.jpeg,,,,,4
287,287,Caecilie-Breckheimer-Platz_60386.jpeg,,,,,4
288,288,Gruene_Strasse_60316.jpeg,,,,,4
289,289,Albanusstrasse_65929.jpeg,,,,,4
290,290,Kochstrasse_60599.jpeg,,,,,4
291,291,Kobbachstrasse_60433.jpeg,,,,,4
292,292,Koenigsteiner_Strasse_65929.jpeg,,,,,4
293,293,Eichendorffstrasse_60320.jpeg,,,,,4
294,294,Dorfelder_Strasse_60385.jpeg,,,,,4
295,295,Kleiner_Hirschgraben_60311.jpeg,,,,,4
296,296,Roederbergweg_60316.jpeg,,,,,4
297,297,Mailaender_Strasse_60598.jpeg,,,,,4
298,298,Griesheimer_Stadtweg_60327.jpeg,,,,,4
299,299,Jakob-Heller-Strasse_60320.jpeg,,,,,4
300,300,Leunabruecke_60529.jpeg,,,,,4
301,301,Im_Sperber_60388.jpeg,,,,,4
302,302,Allerheiligenstrasse_60313.jpeg,,,,,4
303,303,Leonhardsgasse_60389.jpeg,,,,,4
304,304,Johannesallee_65929.jpeg,,,,,4
305,305,Kurt-Schumacher-Strasse_60311.jpeg,,,,,4
306,306,Chattenweg_65929.jpeg,,,,,4
307,307,Miltenberger_Strasse_60599.jpeg,,,,,4
308,308,Volgersbrunnenweg_60386.jpeg,,,,,4
309,309,Auf_der_Lindenhoehe_60433.jpeg,,,,,4
310,310,Burgholzer_Platz_60433.jpeg,,,,,4
311,311,Karl-Gerold-Platz_60594.jpeg,,,,,4
312,312,Herborner_Strasse_60439.jpeg,,,,,4
313,313,Liebknechtstrasse_65929.jpeg,,,,,4
314,314,Anemonenpfad_65933.jpeg,,,,,4
315,315,Am_Brennhaus_65933.jpeg,,,,,4
316,316,Bischofsweg_60598.jpeg,,,,,4
317,317,In_der_Schildwacht_65933.jpeg,,,,,4
318,318,Sinner_Weg_60439.jpeg,,,,,4
319,319,Sandhofstrasse_60528.jpeg,,,,,4
320,320,Am_Rebenborn_60388.jpeg,,,,,4
321,321,Carl-von-Noorden-Platz_60596.jpeg,,,,,4
322,322,Mainluststrasse_60329.jpeg,,,,,4
323,323,Landvogtstrasse_60320.jpeg,,,,,4
324,324,Martin-Weber-Platz_60385.jpeg,,,,,4
325,325,Pfingstbrunnenstrasse_60486.jpeg,,,,,4
326,326,Marienstrasse_60329.jpeg,,,,,4
327,327,Koenigswarterstrasse_60316.jpeg,,,,,4
328,328,Lia-Woehr-Platz_60327.jpeg,,,,,4
329,329,An_der_Bitz_60488.jpeg,,,,,4
330,330,Stegerwaldstrasse_65929.jpeg,,,,,4
331,331,Deutschherrnbruecke_60594.jpeg,,,,,4
332,332,Eiserner_Steg_60594.jpeg,,,,,4
333,333,Giessener_Strasse_60435.jpeg,,,,,4
334,334,Herzogstrasse_60528.jpeg,,,,,4
335,335,Ossietzkystrasse_60598.jpeg,,,,,4
336,336,Camberger_Strasse_60327.jpeg,,,,,4
337,337,Max-Hirsch-Strasse_60386.jpeg,,,,,4
338,338,Hermann-Brill-Strasse_65931.jpeg,,,,,4
339,339,Laerchenstrasse_65933.jpeg,,,,,4
340,340,Birkenweg_60486.jpeg,,,,,4
341,341,Alt-Zeilsheim_65931.jpeg,,,,,4
342,342,Offenbacher_Landstrasse_60599.jpeg,,,,,4
343,343,Praechterstrasse_60431.jpeg,,,,,4
344,344,Jaspertstrasse_60435.jpeg,,,,,4
345,345,Ilkenhansstrasse_60433.jpeg,,,,,4
346,346,Fritzlarer_Strasse_60487.jpeg,,,,,4
347,347,Vogelweidstrasse_60596.jpeg,,,,,4
348,348,Heinrich-Lanz-Allee_60437.jpeg,,,,,4
349,349,Ferdinand-Schrey-Weg_60598.jpeg,,,,,4
350,350,Wed_65929.jpeg,,,,,4
351,351,Unterlindau_60323.jpeg,,,,,4
352,352,Eschersheimer_Landstrasse_60322.jpeg,,,,,4
353,353,Manskopfstrasse_60486.jpeg,,,,,4
354,354,Am_Seckbacher_Preul_60389.jpeg,,,,,4
355,355,Kandelstrasse_60528.jpeg,,,,,4
356,356,Am_Weidenbaum_65933.jpeg,,,,,4
357,357,Baseler_Strasse_60329.jpeg,,,,,4
358,358,Schottener_Strasse_60435.jpeg,,,,,4
359,359,An_der_Rosenkranzkirche_60389.jpeg,,,,,4
360,360,Loreleistrasse_65929.jpeg,,,,,4
361,361,Hofeckweg_60320.jpeg,,,,,4
362,362,Rechneigrabenstrasse_60311.jpeg,,,,,4
363,363,Martin-Elsaesser-Weg_60314.jpeg,,,,,4
364,364,Muehlwehrstrasse_60488.jpeg,,,,,4
365,365,Iselinstrasse_60386.jpeg,,,,,4
366,366,An_der_alten_Ziegelei_60437.jpeg,,,,,4
367,367,Wendelsplatz_60598.jpeg,,,,,4
368,368,Am_Eschbachtal_60437.jpeg,,,,,4
369,369,Alter_Gerichtsplatz_60438.jpeg,,,,,4
370,370,Zeppelinpark_60486.jpeg,,,,,4
371,371,Haenggasse_60529.jpeg,,,,,4
372,372,Metzstrasse_60487.jpeg,,,,,4
373,373,Hohenstaufenstrasse_60327.jpeg,,,,,4
374,374,Heidelbachstrasse_60385.jpeg,,,,,4
375,375,Woersdorfer_Strasse_60326.jpeg,,,,,4
376,376,Paquetstrasse_60431.jpeg,,,,,4
377,377,Im_Fueldchen_60489.jpeg,,,,,4
378,378,Okrifteler_Strasse_65931.jpeg,,,,,4
379,379,Schaefers_Gaerten_60431.jpeg,,,,,4
380,380,Weiherstrasse_60314.jpeg,,,,,4
381,381,Alte_Rothofstrasse_60313.jpeg,,,,,4
382,382,Braunschweiger_Weg_65931.jpeg,,,,,4
383,383,Koernerstrasse_60322.jpeg,,,,,4
384,384,In_den_Schafgaerten_60437.jpeg,,,,,4
385,385,Kniebisstrasse_60528.jpeg,,,,,4
386,386,Wilhelmshoeher_Strasse_60389.jpeg,,,,,4
387,387,Am_Wingert_60437.jpeg,,,,,4
388,388,Wilhelm-Roser-Weg_65929.jpeg,,,,,4
389,389,Dalbergstrasse_65929.jpeg,,,,,4
390,390,August-Schanz-Strasse_60433.jpeg,,,,,4
391,391,Ludwigsburger_Weg_65931.jpeg,,,,,4
392,392,Schadowstrasse_60596.jpeg,,,,,4
393,393,Porzellanhofstrasse_60313.jpeg,,,,,4
394,394,Strassheimstrasse_60596.jpeg,,,,,4
395,395,Steinkleestrasse_60435.jpeg,,,,,4
396,396,Florianweg_60388.jpeg,,,,,4
397,397,Am_Sandberg_60599.jpeg,,,,,4
398,398,Basaltstrasse_60487.jpeg,,,,,4
399,399,Unterer_Kalbacher_Weg_60437.jpeg,,,,,4
400,400,Klingenweg_60388.jpeg,,,,,4
401,401,Zillestrasse_60488.jpeg,,,,,4
402,402,Osthafenplatz_60314.jpeg,,,,,4
403,403,Bruchfeldplatz_60528.jpeg,,,,,4
404,404,Gerbermuehlstrasse_60599.jpeg,,,,,4
405,405,Christiane-Vulpius-Strasse_60438.jpeg,,,,,4
406,406,Reuterweg_60323.jpeg,,,,,4
407,407,Oeserstrasse_65934.jpeg,,,,,4
408,408,Kleine_Brueckenstrasse_60594.jpeg,,,,,4
409,409,Dietrich-Bonhoeffer-Weg_60389.jpeg,,,,,4
410,410,Im_Doerner_60388.jpeg,,,,,4
411,411,Frauensteinstrasse_60322.jpeg,,,,,4
412,412,Boehmerstrasse_60322.jpeg,,,,,4
413,413,Am_Steinberg_60437.jpeg,,,,,4
414,414,Zentmarkweg_60489.jpeg,,,,,4
415,415,Ambronenpfad_65929.jpeg,,,,,4
416,416,Brommstrasse_60320.jpeg,,,,,4
417,417,Max-Quarck-Strasse_60596.jpeg,,,,,4
418,418,Merianplatz_60316.jpeg,,,,,4
419,419,Cretzschmarstrasse_60487.jpeg,,,,,4
420,420,Elisabethenplatz_60486.jpeg,,,,,4
421,421,Treisberger_Strasse_60439.jpeg,,,,,4
422,422,Ludwig-Scriba-Strasse_65929.jpeg,,,,,4
423,423,Melemstrasse_60322.jpeg,,,,,4
424,424,Beunestrasse_65934.jpeg,,,,,4
425,425,Bolongarostrasse_65929.jpeg,,,,,4
426,426,Marschnerstrasse_60318.jpeg,,,,,4
427,427,Zehntgasse_60529.jpeg,,,,,4
428,428,Weserstrasse_60329.jpeg,,,,,4
429,429,Floersheimer_Strasse_60326.jpeg,,,,,4
430,430,Sondershausenstrasse_60326.jpeg,,,,,4
431,431,Kiebitzpfad_65933.jpeg,,,,,4
432,432,Zum_Erlengrund_60437.jpeg,,,,,4
433,433,Saarbruecker_Strasse_60529.jpeg,,,,,4
434,434,Grosse_Bockenheimer_Strasse_(Fressgass´)_60313.jpeg,,,,,4
435,435,Gladenbacher_Weg_60489.jpeg,,,,,4
436,436,Zum_Schaeferkoeppel_60437.jpeg,,,,,4
437,437,Schweizer_Platz_60594.jpeg,,,,,4
438,438,Glaserstrasse_60599.jpeg,,,,,4
439,439,Schmalkaldener_Strasse_65929.jpeg,,,,,4
440,440,Im_Teller_60599.jpeg,,,,,4
441,441,Ludwig-Reinheimer-Strasse_60439.jpeg,,,,,4
442,442,Schmickbruecke_60314.jpeg,,,,,4
443,443,Birsteiner_Strasse_60386.jpeg,,,,,4
444,444,Nieder_Kirchweg_65934.jpeg,,,,,4
445,445,Dunckerstrasse_60386.jpeg,,,,,4
446,446,Schoenecker_Strasse_60388.jpeg,,,,,4
447,447,Rothschildpark_60323.jpeg,,,,,4
448,448,Auf_dem_Gleichen_65934.jpeg,,,,,4
449,449,Gagernstrasse_60385.jpeg,,,,,4
450,450,Feststrasse_60316.jpeg,,,,,4
451,451,Hofgartenweg_60389.jpeg,,,,,4
452,452,Riedstrasse_60388.jpeg,,,,,4
453,453,Am_Jessenapfel_60435.jpeg,,,,,4
454,454,Hoffeldstrasse_60599.jpeg,,,,,4
455,455,Bruehlstrasse_60439.jpeg,,,,,4
456,456,Francstrasse_60320.jpeg,,,,,4
457,457,Westenbergerstrasse_65931.jpeg,,,,,4
458,458,Kalbaecher_Gasse_(Fressgass')_60313.jpeg,,,,,4
459,459,Falltorstrasse_60385.jpeg,,,,,4
460,460,Schaubstrasse_60596.jpeg,,,,,4
461,461,Georg-Treser-Strasse_60599.jpeg,,,,,4
462,462,Sulzbacher_Strasse_60326.jpeg,,,,,4
463,463,Annabergstrasse_65931.jpeg,,,,,4
464,464,Wildunger_Strasse_60487.jpeg,,,,,4
465,465,Grafenstrasse_60433.jpeg,,,,,4
466,466,Im_Vogelsgesang_60488.jpeg,,,,,4
467,467,Horst-Schulmann-Strasse_60314.jpeg,,,,,4
468,468,Klarastrasse_60433.jpeg,,,,,4
469,469,Fuerstenbergerstrasse_60323.jpeg,,,,,4
470,470,Oeder_Weg_60318.jpeg,,,,,4
471,471,Paul-Heyse-Strasse_60431.jpeg,,,,,4
472,472,Stoltzestrasse_60311.jpeg,,,,,4
473,473,In_der_Au_60489.jpeg,,,,,4
474,474,Melsunger_Strasse_60389.jpeg,,,,,4
475,475,Trakehner_Strasse_60487.jpeg,,,,,4
476,476,Ammelburgstrasse_60320.jpeg,,,,,4
477,477,Schliemannweg_60435.jpeg,,,,,4
478,478,Querstrasse_60322.jpeg,,,,,4
479,479,Muensterer_Strasse_60326.jpeg,,,,,4
480,480,Scheidswaldstrasse_60385.jpeg,,,,,4
481,481,Konstablerwache_60313.jpeg,,,,,4
482,482,Taunustor_60310.jpeg,,,,,4
