Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type
779,Falltorstraße,4,Bornheim,281,4.24,4,Ost,6.0,60385,Falltorstraße 60385 Frankfurt,50.1283189,8.7151952,highway,way
3202,Familie-Jürges-Platz,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Familie-Jürges-Platz 60327 Frankfurt,50.10447955,8.66132093660806,highway,way
3202,Familie-Jürges-Platz,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60329,Familie-Jürges-Platz 60329 Frankfurt,50.10447955,8.66132093660806,highway,way
780,Farbenstraße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Farbenstraße 65931 Frankfurt,50.0799264,8.5166666,highway,way
772,Färberstraße,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Färberstraße 60594 Frankfurt,50.1071927,8.683961,highway,way
2686,Fasanenweg,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Fasanenweg 60437 Frankfurt,50.1870618,8.6308133,highway,way
781,Faulborngasse,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Faulborngasse 60433 Frankfurt,50.1621448,8.6563711,highway,way
782,Faulbrunnenweg,6,Nied,562,6.43,6A,Höchst,16.0,65934,Faulbrunnenweg 65934 Frankfurt,50.1080592,8.5855753,highway,way
783,Fechenheimer Leinpfad,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Fechenheimer Leinpfad 60386 Frankfurt,50.1212209,8.7736893,highway,way
784,Fechenheimer Straße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Fechenheimer Straße 60385 Frankfurt,50.1247929,8.7097982,highway,way
785,Feierabendweg,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Feierabendweg 65931 Frankfurt,50.0802224,8.5204621,highway,way
2650,Feldbergblick,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Feldbergblick 60437 Frankfurt,50.2029381,8.7049399,highway,way
786,Feldbergstraße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Feldbergstraße 60323 Frankfurt,50.1227053,8.6649072,highway,way
787,Feldgerichtstraße,3,Nordend-West,202,3.16,3,Dornbusch,12.0,60320,Feldgerichtstraße 60320 Frankfurt,50.1353404,8.6810225,highway,way
788,Feldscheidenstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Feldscheidenstraße 60435 Frankfurt,50.1462945,8.68287,amenity,node
789,Felix-Dahn-Straße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Felix-Dahn-Straße 60431 Frankfurt,50.1470645,8.6568383,highway,way
3734,Felix-Kracht-Straße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Felix-Kracht-Straße 60486 Frankfurt,50.1143471,8.6262355,highway,way
3292,Felix-Wankel-Straße,4,Ostend,261,4.27,4,Ost,5.0,60314,Felix-Wankel-Straße 60314 Frankfurt,50.1220285,8.7420034,highway,way
790,Fellnerstraße,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60322,Fellnerstraße 60322 Frankfurt,50.1182334,8.6763162,amenity,node
3299,Felsenbirnenweg,6,Höchst,570,6.44,6C,Höchst,17.0,65929,Felsenbirnenweg 65929 Frankfurt,50.1123901,8.5501501,highway,way
3396,Ferdinand-Braun-Straße,8,Niederursel,484,8.63,8,Nord,14.0,60438,Ferdinand-Braun-Straße 60438 Frankfurt,50.1754459,8.6307294,highway,way
791,Ferdinand-Dirichs-Weg,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Ferdinand-Dirichs-Weg 60529 Frankfurt,50.0826313,8.5890255,highway,way
3345,Ferdinand-Happ-Straße,4,Ostend,261,4.27,4,Ost,5.0,60314,Ferdinand-Happ-Straße 60314 Frankfurt,50.1140534,8.7159248,amenity,node
792,Ferdinand-Hofmann-Straße,6,Sindlingen,602,6.48,6B,Höchst,17.0,65931,Ferdinand-Hofmann-Straße 65931 Frankfurt,50.090234,8.5104167,highway,way
3039,Ferdinand-Kramer-Straße,7,Praunheim,423,7.59,7,Bockenheim,11.0,60488,Ferdinand-Kramer-Straße 60488 Frankfurt,50.1379278,8.6034856,highway,way
2603,Ferdinand-Porsche-Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Ferdinand-Porsche-Straße 60386 Frankfurt,50.1200631,8.7599891,highway,way
3150,Ferdinand-Scholling-Ring,6,Nied,562,6.43,6A,Höchst,16.0,65934,Ferdinand-Scholling-Ring 65934 Frankfurt,50.1054793,8.5834684,highway,way
2794,Ferdinand-Schrey-Weg,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Ferdinand-Schrey-Weg 60598 Frankfurt,50.0905841,8.6809279,highway,way
793,Festeburgring,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Festeburgring 60435 Frankfurt,50.147673,8.6921637,highway,way
794,Feststraße,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Feststraße 60316 Frankfurt,50.1216441,8.6929537,highway,way
795,Feuerbachstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Feuerbachstraße 60325 Frankfurt,50.1177934,8.6635522,highway,way
3310,Feuerwehrstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Feuerwehrstraße 60435 Frankfurt,50.1465659,8.6900483,highway,way
796,Feyerleinstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Feyerleinstraße 60322 Frankfurt,50.1288619,8.6818812,highway,way
797,Fichardstraße,3,Nordend-West,120,3.21,3,Ost,3.0,60322,Fichardstraße 60322 Frankfurt,50.1221496,8.6785685,highway,way
798,Fichtestraße,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Fichtestraße 60316 Frankfurt,50.1174564,8.6922622,highway,way
799,Finkenhofstraße,3,Nordend-West,120,3.21,3,Ost,3.0,60322,Finkenhofstraße 60322 Frankfurt,50.1204559,8.6764471,highway,way
800,Finkenweg,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Finkenweg 65929 Frankfurt,50.1034428,8.5303685,highway,way
801,Finthener Weg,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Finthener Weg 65936 Frankfurt,50.1160263,8.5551542,highway,way
802,Fischbacher Straße,1,Gallus,162,1.07,1,Gallus,4.0,60326,Fischbacher Straße 60326 Frankfurt,50.1037298,8.631901,highway,way
803,Fischerfeldstraße,1,Innenstadt,80,1.01,1,Ost,1.0,60311,Fischerfeldstraße 60311 Frankfurt,50.1104438,8.6895182,amenity,node
3654,Fischerplätzchen,1,Altstadt,10,1.01,1,Ost,1.0,60311,Fischerplätzchen 60311 Frankfurt,50.1100232,8.6873951,highway,way
805,Flaischlenstraße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Flaischlenstraße 60529 Frankfurt,50.0833233,8.5811547,highway,way
806,Flanbrechtstraße,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Flanbrechtstraße 65931 Frankfurt,50.0970253,8.488038,highway,way
807,Flaschenburgstraße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Flaschenburgstraße 60599 Frankfurt,50.10114,8.7308777,highway,way
808,Fleckenbühlstraße,10,Bonames,491,10.7,10,Nord,14.0,60437,Fleckenbühlstraße 60437 Frankfurt,50.1818033,8.6599959,highway,way
809,Fleischergasse,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Fleischergasse 60487 Frankfurt,50.1238993,8.6381276,highway,way
810,Flensburger Straße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Flensburger Straße 60435 Frankfurt,50.1439573,8.6792622,highway,way
812,Fliederweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Fliederweg 60433 Frankfurt,50.1654711,8.6745252,highway,way
813,Flinschstraße,11,Seckbach,390,11.75,11,Ost,18.0,60388,Flinschstraße 60388 Frankfurt,50.1354369,8.7354967,amenity,node
817,Florastraße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Florastraße 60487 Frankfurt,50.1254433,8.6401223,highway,way
2871,Florianweg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Florianweg 60388 Frankfurt,50.1488871,8.7536848,highway,way
814,Flörsheimer Straße,1,Gallus,162,1.07,1,Gallus,4.0,60326,Flörsheimer Straße 60326 Frankfurt,50.104048,8.6374111,highway,way
818,Florstädter Straße,4,Bornheim,281,4.24,4,Ost,6.0,60385,Florstädter Straße 60385 Frankfurt,50.1278217,8.7144066,highway,way
815,Flößerbrücke,1,Innenstadt,80,1.01,1,Ost,1.0,60314,Flößerbrücke 60314 Frankfurt,50.107685700000005,8.694829023114728,man_made,way
815,Flößerbrücke,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60594,Flößerbrücke 60594 Frankfurt,50.1068831,8.6951173,highway,way
821,Flughafenstraße,5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60528,Flughafenstraße 60528 Frankfurt,50.0679046,8.6334856,amenity,node
822,Flurscheideweg,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Flurscheideweg 65936 Frankfurt,50.124468,8.5721922,highway,way
823,Flußgasse,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Flußgasse 60489 Frankfurt,50.125872,8.6142934,highway,way
3429,Flusskrebssteg,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Flusskrebssteg 60327 Frankfurt,50.0984221,8.6592447,highway,way
824,Flutgraben,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Flutgraben 60435 Frankfurt,50.1567641,8.6878971,highway,way
3609,Fontaneanlage,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60431,Fontaneanlage 60431 Frankfurt,50.149009050000004,8.662539532924193,leisure,way
825,Fontanestraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60431,Fontanestraße 60431 Frankfurt,50.1493841,8.6623225,highway,way
826,Foockenstraße,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Foockenstraße 65933 Frankfurt,50.1031913,8.6002274,highway,way
3563,François-Mitterrand-Platz,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,François-Mitterrand-Platz 60329 Frankfurt,50.1108549,8.665228266815621,place,way
837,Francstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Francstraße 60320 Frankfurt,50.1376744,8.6818714,highway,way
838,Frankenallee,1,Gallus,161,1.06,1,Gallus,4.0,60327,Frankenallee 60327 Frankfurt,50.1072778,8.6507872,amenity,node
838,Frankenallee,1,Gallus,162,1.07,1,Gallus,4.0,60326,Frankenallee 60326 Frankfurt,50.1045748,8.6424912,amenity,node
839,Frankensteiner Platz,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Frankensteiner Platz 60594 Frankfurt,50.1066384,8.692212,highway,way
840,Frankensteiner Straße,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Frankensteiner Straße 60594 Frankfurt,50.1060664,8.6907385,highway,way
841,Frankenthaler Weg,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Frankenthaler Weg 65931 Frankfurt,50.0950962,8.4980078,highway,way
842,Franklinstraße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Franklinstraße 60486 Frankfurt,50.1154181,8.6378426,highway,way
3167,Franz-Diehl-Weg,6,Nied,562,6.43,6A,Höchst,16.0,65934,Franz-Diehl-Weg 65934 Frankfurt,50.1061832,8.5865207,highway,way
843,Franz-Henle-Straße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Franz-Henle-Straße 65929 Frankfurt,50.1033079,8.5369184,highway,way
846,Franz-Kafka-Straße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Franz-Kafka-Straße 60431 Frankfurt,50.1390316,8.6564856,highway,way
847,Franz-Lenbach-Straße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Franz-Lenbach-Straße 60596 Frankfurt,50.0988643,8.6750303,highway,way
848,Franz-Rücker-Allee,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Franz-Rücker-Allee 60487 Frankfurt,50.1251553,8.646896,highway,way
849,Franz-Simon-Straße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Franz-Simon-Straße 65934 Frankfurt,50.1006474,8.5705483,highway,way
850,Franz-Werfel-Straße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Franz-Werfel-Straße 60431 Frankfurt,50.1389396,8.6586924,highway,way
3074,Franziska-Kessel-Straße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Franziska-Kessel-Straße 60439 Frankfurt,50.1653446,8.6381645,highway,way
844,Franziusplatz,4,Ostend,261,4.27,4,Ost,5.0,60314,Franziusplatz 60314 Frankfurt,50.1076777,8.7137055,highway,way
845,Franziusstraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Franziusstraße 60314 Frankfurt,50.1072942,8.7138972,amenity,node
851,Frauenhofstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Frauenhofstraße 60528 Frankfurt,50.0874125,8.6489345,highway,way
852,Frauenlobstraße,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Frauenlobstraße 60487 Frankfurt,50.1286271,8.6533768,amenity,node
853,Frauensteinplatz,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Frauensteinplatz 60322 Frankfurt,50.1303407,8.6799529,highway,way
854,Frauensteinstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Frauensteinstraße 60322 Frankfurt,50.1321466,8.679578,highway,way
855,Freiherr-vom-Stein-Straße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Freiherr-vom-Stein-Straße 60323 Frankfurt,50.1187955,8.6640005,amenity,node
856,Freihofstraße,4,Bornheim,272,4.22,4,Ost,6.0,60385,Freihofstraße 60385 Frankfurt,50.1297487,8.7135196,highway,way
857,Freiligrathstraße,4,Ostend,252,4.25,4,Ost,5.0,60385,Freiligrathstraße 60385 Frankfurt,50.1212626,8.7109261,highway,way
3283,Freizeitpark Kalbach,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Freizeitpark Kalbach 60437 Frankfurt,50.1877308,8.636998306089412,leisure,way
858,Freseniusstraße,2,Westend-Nord,192,2.09,2,Dornbusch,12.0,60320,Freseniusstraße 60320 Frankfurt,50.1321967,8.665052,highway,way
859,Freudenberger Straße,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Freudenberger Straße 60599 Frankfurt,50.0957992,8.6980777,highway,way
3750,Frida-Amram-Weg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Frida-Amram-Weg 60438 Frankfurt,50.1827844,8.6262852,highway,way
3021,Fried-Lübbecke-Anlage,1,Altstadt,10,1.01,1,Ost,1.0,60311,Fried-Lübbecke-Anlage 60311 Frankfurt,50.1100254,8.681372371883523,leisure,way
860,Friedberger Anlage,4,Ostend,140,4.26,4,Ost,5.0,60314,Friedberger Anlage 60314 Frankfurt,50.114568750000004,8.694583068018336,leisure,way
860,Friedberger Anlage,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Friedberger Anlage 60316 Frankfurt,50.116846800000005,8.69230102180077,leisure,way
861,Friedberger Landstraße,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Friedberger Landstraße 60316 Frankfurt,50.1227658,8.6916106,highway,way
861,Friedberger Landstraße,3,Nordend-West,211,3.19,3,Ost,3.0,60318,Friedberger Landstraße 60318 Frankfurt,50.1253855,8.6917398,highway,way
861,Friedberger Landstraße,3,Nordend-West,212,3.17,3,Ost,6.0,60389,Friedberger Landstraße 60389 Frankfurt,50.144325,8.7050988,highway,way
862,Friedberger Platz,3,Nordend-West,120,3.21,3,Ost,3.0,60316,Friedberger Platz 60316 Frankfurt,50.12331605,8.692202862620872,leisure,way
3419,Friedberger Tor,1,Innenstadt,60,1.02,1,Ost,1.0,60313,Friedberger Tor 60313 Frankfurt,50.1178817,8.688181,highway,way
3419,Friedberger Tor,1,Innenstadt,60,1.02,1,Ost,1.0,60316,Friedberger Tor 60316 Frankfurt,50.1183261,8.6889026,highway,way
3272,Friedel-Schomann-Weg,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Friedel-Schomann-Weg 60489 Frankfurt,50.1260017,8.6146962,highway,way
2789,Friedensallee (Neu-Isenburg),5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,,63263,Friedensallee (Neu-Isenburg) 63263 Frankfurt,50.0565365,8.6758702,highway,way
864,Friedensbrücke,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60329,Friedensbrücke 60329 Frankfurt,50.1010681,8.666701500984452,man_made,way
864,Friedensbrücke,1,Gutleutviertel,151,1.04,1,Gallus,8.0,60596,Friedensbrücke 60596 Frankfurt,50.1010681,8.666701500984452,man_made,way
865,Friedensstraße,1,Innenstadt,40,1.03,1,Ost,1.0,60311,Friedensstraße 60311 Frankfurt,50.1099243,8.6751075,highway,way
866,Friedlebenstraße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60433,Friedlebenstraße 60433 Frankfurt,50.1476766,8.6736894,highway,way
3572,Friedrich-Bergius-Weg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Friedrich-Bergius-Weg 60438 Frankfurt,50.1778641,8.6236219,highway,way
3573,Friedrich-Dessauer-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Friedrich-Dessauer-Straße 60438 Frankfurt,50.1784238,8.6266277,highway,way
867,Friedrich-Ebert-Anlage,1,Gallus,161,1.06,1,Gallus,13.0,60327,Friedrich-Ebert-Anlage 60327 Frankfurt,50.1095943,8.6601149,highway,way
867,Friedrich-Ebert-Anlage,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60308,Friedrich-Ebert-Anlage 60308 Frankfurt,50.1128448,8.6527363,highway,way
867,Friedrich-Ebert-Anlage,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Friedrich-Ebert-Anlage 60325 Frankfurt,50.110307,8.6590225,highway,way
3018,Friedrich-Fauldrath-Anlage,10,Bonames,491,10.7,10,Nord,14.0,60437,Friedrich-Fauldrath-Anlage 60437 Frankfurt,50.1861808,8.667853017000771,leisure,way
2948,Friedrich-Heyer-Weg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Friedrich-Heyer-Weg 60389 Frankfurt,50.1529402,8.7277853,highway,way
3752,Friedrich-Hund-Straße,8,Niederursel,484,8.63,8,Nord,14.0,60438,Friedrich-Hund-Straße 60438 Frankfurt,50.1728167,8.6327987,highway,way
868,Friedrich-Kahl-Straße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Friedrich-Kahl-Straße 60489 Frankfurt,50.1316533,8.5927432,highway,way
3533,Friedrich-Karl-Klausing-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Friedrich-Karl-Klausing-Straße 60438 Frankfurt,50.1803569,8.6267674,highway,way
869,Friedrich-List-Straße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Friedrich-List-Straße 60386 Frankfurt,50.130812750000004,8.736777715077476,highway,way
870,Friedrich-Manz-Weg,11,Riederwald,262,11.76,11,Ost,18.0,60386,Friedrich-Manz-Weg 60386 Frankfurt,50.1284521,8.7339534,highway,way
871,Friedrich-Naumann-Straße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Friedrich-Naumann-Straße 60486 Frankfurt,50.1130717,8.6317609,highway,way
873,Friedrich-Stampfer-Straße,10,Bonames,491,10.7,10,Nord,14.0,60437,Friedrich-Stampfer-Straße 60437 Frankfurt,50.1854508,8.6644568,highway,way
3170,Friedrich-Stoltze-Platz,1,Altstadt,10,1.01,1,Ost,1.0,60311,Friedrich-Stoltze-Platz 60311 Frankfurt,50.1127095,8.679743900614376,highway,way
875,Friedrich-Wilhelm-von-Steuben-Straße,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Friedrich-Wilhelm-von-Steuben-Straße 60488 Frankfurt,50.1296944,8.6283494,highway,way
875,Friedrich-Wilhelm-von-Steuben-Straße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Friedrich-Wilhelm-von-Steuben-Straße 60487 Frankfurt,50.1265151,8.6329186,highway,way
872,Friedrichsdorfer Straße,10,Bonames,491,10.7,10,Nord,14.0,60437,Friedrichsdorfer Straße 60437 Frankfurt,50.1854851,8.668723,highway,way
874,Friedrichstraße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Friedrichstraße 60323 Frankfurt,50.1216581,8.6653845,amenity,node
876,Friesengasse,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Friesengasse 60487 Frankfurt,50.1237748,8.6384389,highway,way
877,Friesstraße,11,Seckbach,390,11.75,11,Ost,18.0,60388,Friesstraße 60388 Frankfurt,50.1363835,8.7428038,amenity,node
878,Fritschengäßchen,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Fritschengäßchen 60594 Frankfurt,50.1054358,8.6886473,highway,way
3620,Fritz-Bauer-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Fritz-Bauer-Straße 60438 Frankfurt,50.1809275,8.6247862,highway,way
3577,Fritz-Boehle-Straße,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Fritz-Boehle-Straße 60598 Frankfurt,50.0886773,8.68387,highway,way
2765,Fritz-Erler-Straße,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Fritz-Erler-Straße 60437 Frankfurt,50.1976815,8.6728066,highway,way
3255,Fritz-Klatte-Straße,6,Nied,561,6.42,6A,Höchst,16.0,65933,Fritz-Klatte-Straße 65933 Frankfurt,50.0964565,8.5835416,highway,way
3226,Fritz-Lennig-Anlage,7,Praunheim,425,7.6,7,Bockenheim,14.0,60439,Fritz-Lennig-Anlage 60439 Frankfurt,50.150748899999996,8.626088772222204,leisure,way
3226,Fritz-Lennig-Anlage,7,Praunheim,425,7.6,7,Bockenheim,14.0,60488,Fritz-Lennig-Anlage 60488 Frankfurt,50.150748899999996,8.626088772222204,leisure,way
3710,Fritz-Neumark-Weg,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Fritz-Neumark-Weg 60323 Frankfurt,50.1256486,8.6648592,highway,way
880,Fritz-Reuter-Straße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60320,Fritz-Reuter-Straße 60320 Frankfurt,50.1430704,8.6663032,highway,way
2872,Fritz-Schubert-Ring,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Fritz-Schubert-Ring 60388 Frankfurt,50.1543449,8.7629072,amenity,node
881,Fritz-Schumacher-Weg,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Fritz-Schumacher-Weg 60488 Frankfurt,50.1420613,8.6038689,highway,way
882,Fritz-Tarnow-Straße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60320,Fritz-Tarnow-Straße 60320 Frankfurt,50.1427726,8.6718407,highway,way
3267,Fritz-von-Unruh-Anlage,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Fritz-von-Unruh-Anlage 60431 Frankfurt,50.146376950000004,8.656315758489184,leisure,way
3669,Fritz-Wichert-Ring,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Fritz-Wichert-Ring 60438 Frankfurt,50.1752467,8.618702,highway,way
879,Fritzlarer Straße,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Fritzlarer Straße 60487 Frankfurt,50.1253095,8.6369656,highway,way
883,Fröbelstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Fröbelstraße 60487 Frankfurt,50.1241305,8.6366325,highway,way
884,Froschhäuser Straße,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Froschhäuser Straße 65933 Frankfurt,50.0989202,8.5954445,highway,way
885,Frühmessereiweg,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Frühmessereiweg 65936 Frankfurt,50.1204167,8.5657018,highway,way
886,Fuchshohl,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Fuchshohl 60431 Frankfurt,50.1481036,8.6542109,highway,way
3635,Fuchsienstraße,6,Unterliederbach,623,6.51,6C,Höchst,17.0,65929,Fuchsienstraße 65929 Frankfurt,50.1056958,8.52645,highway,way
887,Fuchstanzstraße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Fuchstanzstraße 60489 Frankfurt,50.1285639,8.6098005,highway,way
890,Fuldaer Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Fuldaer Straße 60386 Frankfurt,50.134206,8.7610766,highway,way
888,Füllerstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Füllerstraße 60431 Frankfurt,50.1412448,8.6507355,highway,way
891,Funckstraße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Funckstraße 60486 Frankfurt,50.1127685,8.6353397,amenity,node
889,Fürstenbergerstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Fürstenbergerstraße 60322 Frankfurt,50.1258755,8.6807934,highway,way
889,Fürstenbergerstraße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Fürstenbergerstraße 60323 Frankfurt,50.1236723,8.6655089,highway,way
892,Gabelsbergerstraße,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Gabelsbergerstraße 60389 Frankfurt,50.1275295,8.7009774,highway,way
893,Gablonzer Straße,5,Sachsenhausen-S.,326,5.34,5A,Sachsenhausen,8.0,60598,Gablonzer Straße 60598 Frankfurt,50.0845675,8.6732379,highway,way
3689,Gabriel-Riesser-Weg,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Gabriel-Riesser-Weg 60487 Frankfurt,50.1210684,8.65248,highway,way
895,Gagernstraße,4,Ostend,252,4.25,4,Ost,5.0,60385,Gagernstraße 60385 Frankfurt,50.1234789,8.7138837,highway,way
896,Galgenstraße,10,Bonames,491,10.7,10,Nord,14.0,60437,Galgenstraße 60437 Frankfurt,50.1848415,8.6683876,highway,way
897,Gallusanlage,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Gallusanlage 60329 Frankfurt,50.110046350000005,8.672116259105927,leisure,way
3259,Galvanistraße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Galvanistraße 60486 Frankfurt,50.1168508,8.636197,highway,way
899,Ganghoferstraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60320,Ganghoferstraße 60320 Frankfurt,50.1454594,8.6661231,highway,way
